SEQ_ID	CHROMOSOME	START	STOP	SEQ_LENGTH	REPEATS
MM6MSPIS00302718	chr7	128327588	128328634	1047	0
MM6MSPIS00693929	chrX	98108336	98108812	477	169
MM6MSPIS00294726	chr7	104751635	104753584	1950	545
MM6MSPIS00292644	chr7	95626901	95627718	818	385
MM6MSPIS00285412	chr7	67156597	67157819	1223	358
MM6MSPIS00292699	chr7	95781924	95783454	1531	152
MM6MSPIS00702229	chrX	151139040	151140158	1119	882
MM6MSPIS00266598	chr7	5976474	5977443	970	166
MM6MSPIS00297142	chr7	113361698	113362383	686	100
MM6MSPIS00702333	chrX	151810071	151811819	1749	711
MM6MSPIS00303095	chr7	129490654	129491456	803	299
MM6MSPIS00691340	chrX	86006160	86006581	422	0
MM6MSPIS00422689	chr11	11888923	11890180	1258	0
MM6MSPIS00687632	chrX	62327898	62328715	818	226
MM6MSPIS00296809	chr7	112430412	112431100	689	437
MM6MSPIS00283508	chr7	60167322	60168616	1295	344
MM6MSPIS00295954	chr7	109269885	109270996	1112	383
MM6MSPIS00295502	chr7	107037677	107039057	1381	44
MM6MSPIS00704182	chrX	163521598	163522369	772	57
MM6MSPIS00286957	chr7	73510279	73512203	1925	224
MM6MSPIS00304747	chr7	133882427	133883640	1214	388
MM6MSPIS00301028	chr7	124272950	124273983	1034	30
MM6MSPIS00683503	chrX	36840844	36842259	1416	55
MM6MSPIS00693705	chrX	97327885	97329046	1162	461
MM6MSPIS00291708	chr7	93493647	93494040	394	57
MM6MSPIS00300424	chr7	122395239	122395700	462	170
MM6MSPIS00491774	chr12	105325656	105326336	681	0
MM6MSPIS00686025	chrX	51239807	51240182	376	0
MM6MSPIS00287467	chr7	74248379	74248923	545	217
MM6MSPIS00294098	chr7	102864295	102865030	736	0
MM6MSPIS00681009	chrX	21767724	21769099	1376	1172
MM6MSPIS00693573	chrX	96782748	96783931	1184	702
MM6MSPIS00285844	chr7	68364330	68364980	651	0
MM6MSPIS00096092	chr2	177958168	177958724	557	0
MM6MSPIS00292399	chr7	95070840	95071126	287	0
MM6MSPIS00282813	chr7	58504343	58504565	223	0
MM6MSPIS00304376	chr7	133042068	133042487	420	0
MM6MSPIS00679611	chrX	11582043	11582710	668	518
MM6MSPIS00690584	chrX	80108649	80109779	1131	354
MM6MSPIS00288229	chr7	76009788	76010948	1161	313
MM6MSPIS00306951	chr7	138861562	138862681	1120	41
MM6MSPIS00283037	chr7	59163754	59164672	919	742
MM6MSPIS00238553	chr6	49512591	49513658	1068	249
MM6MSPIS00703281	chrX	157384484	157385961	1478	588
MM6MSPIS00283788	chr7	60862411	60863384	974	641
MM6MSPIS00300919	chr7	124011261	124011634	374	0
MM6MSPIS00298479	chr7	117961557	117962171	615	386
MM6MSPIS00284630	chr7	63207245	63207526	282	0
MM6MSPIS00282900	chr7	58711219	58713078	1860	1577
MM6MSPIS00301722	chr7	125869512	125869779	268	0
MM6MSPIS00695169	chrX	105598177	105598516	340	145
MM6MSPIS00680728	chrX	19422166	19423085	920	533
MM6MSPIS00299451	chr7	120840400	120841680	1281	352
MM6MSPIS00235516	chr6	35038230	35038813	584	0
MM6MSPIS00292998	chr7	96465059	96466898	1840	940
MM6MSPIS00283205	chr7	59585050	59586499	1450	73
MM6MSPIS00492133	chr12	105923220	105924002	783	0
MM6MSPIS00690539	chrX	79783896	79785032	1137	351
MM6MSPIS00491958	chr12	105657463	105658177	715	314
MM6MSPIS00266570	chr7	5866705	5867021	317	172
MM6MSPIS00693889	chrX	98016871	98017649	779	347
MM6MSPIS00699488	chrX	135161732	135161943	212	0
MM6MSPIS00294893	chr7	105307972	105308216	245	0
MM6MSPIS00290671	chr7	91014641	91015865	1225	466
MM6MSPIS00300385	chr7	122321807	122322122	316	0
MM6MSPIS00286485	chr7	72687289	72687852	564	192
MM6MSPIS00690849	chrX	82592915	82594772	1858	625
MM6MSPIS00300309	chr7	122139127	122140010	884	305
MM6MSPIS00283831	chr7	60972285	60973543	1259	0
MM6MSPIS00292488	chr7	95367698	95369086	1389	882
MM6MSPIS00282155	chr7	55328486	55329545	1060	714
MM6MSPIS00677651	chrX	4548821	4549202	382	0
MM6MSPIS00294716	chr7	104721612	104722824	1213	0
MM6MSPIS00287021	chr7	73622765	73623859	1095	684
MM6MSPIS00305352	chr7	135325360	135325609	250	0
MM6MSPIS00285118	chr7	65862927	65864592	1666	440
MM6MSPIS00285133	chr7	65953761	65954733	973	367
MM6MSPIS00678923	chrX	9702764	9703042	279	0
MM6MSPIS00291649	chr7	93414813	93415925	1113	0
MM6MSPIS00285054	chr7	65426064	65427154	1091	395
MM6MSPIS00691673	chrX	87940740	87942249	1510	151
MM6MSPIS00679356	chrX	10621986	10622722	737	314
MM6MSPIS00286874	chr7	73372237	73372676	440	180
MM6MSPIS00684969	chrX	45549150	45550972	1823	837
MM6MSPIS00284972	chr7	64951119	64951702	584	345
MM6MSPIS00304157	chr7	132187563	132189417	1855	409
MM6MSPIS00693252	chrX	95884296	95885581	1286	0
MM6MSPIS00285406	chr7	67141957	67142211	255	43
MM6MSPIS00292696	chr7	95777623	95778294	672	259
MM6MSPIS00285339	chr7	66999203	67000785	1583	123
MM6MSPIS00688762	chrX	68668136	68668908	773	0
MM6MSPIS00296922	chr7	112669597	112670175	579	69
MM6MSPIS00701917	chrX	148855839	148857685	1847	626
MM6MSPIS00294919	chr7	105434658	105435012	355	0
MM6MSPIS00291028	chr7	92167207	92168543	1337	0
MM6MSPIS00684585	chrX	43816223	43817210	988	402
MM6MSPIS00296517	chr7	111429412	111430696	1285	107
MM6MSPIS00286841	chr7	73339761	73341047	1287	11
MM6MSPIS00286954	chr7	73508041	73508384	344	0
MM6MSPIS00297424	chr7	114644109	114645059	951	253
MM6MSPIS00689145	chrX	70077083	70077324	242	0
MM6MSPIS00701585	chrX	146769680	146771213	1534	734
MM6MSPIS00691664	chrX	87911848	87913541	1694	735
MM6MSPIS00687730	chrX	63149628	63150172	545	0
MM6MSPIS00305674	chr7	135801609	135802042	434	260
MM6MSPIS00684151	chrX	42350465	42351861	1397	221
MM6MSPIS00697602	chrX	123242361	123243392	1032	31
MM6MSPIS00677770	chrX	5396901	5397325	425	0
MM6MSPIS00295240	chr7	106418154	106419741	1588	1073
MM6MSPIS00295092	chr7	106095577	106096466	890	435
MM6MSPIS00679442	chrX	10901348	10902371	1024	510
MM6MSPIS00304903	chr7	134140595	134141799	1205	501
MM6MSPIS00305719	chr7	135850094	135851243	1150	235
MM6MSPIS00301404	chr7	125081953	125082692	740	0
MM6MSPIS00282373	chr7	56853425	56855235	1811	479
MM6MSPIS00287148	chr7	73847884	73848511	628	130
MM6MSPIS00296657	chr7	111997452	111999314	1863	988
MM6MSPIS00702439	chrX	152586019	152587362	1344	543
MM6MSPIS00686122	chrX	51775650	51776093	444	289
MM6MSPIS00691775	chrX	88517926	88518558	633	416
MM6MSPIS00491540	chr12	104872162	104872609	448	0
MM6MSPIS00294931	chr7	105496889	105498690	1802	1056
MM6MSPIS00283564	chr7	60271846	60272094	249	22
MM6MSPIS00703526	chrX	158596976	158598255	1280	231
MM6MSPIS00688819	chrX	68907605	68908563	959	27
MM6MSPIS00297430	chr7	114672659	114673696	1038	572
MM6MSPIS00701949	chrX	148978442	148979006	565	121
MM6MSPIS00306494	chr7	137781656	137783423	1768	1196
MM6MSPIS00682465	chrX	31252526	31253422	897	695
MM6MSPIS00292366	chr7	95015150	95016046	897	293
MM6MSPIS00680742	chrX	19507076	19508007	932	679
MM6MSPIS00679821	chrX	13333384	13334672	1289	1052
MM6MSPIS00298208	chr7	116846591	116847675	1085	284
MM6MSPIS00608101	chr17	11808408	11809024	617	102
MM6MSPIS00096279	chr2	178444855	178445603	749	0
MM6MSPIS00285803	chr7	68236173	68237790	1618	384
MM6MSPIS00289390	chr7	83071182	83071717	536	280
MM6MSPIS00687873	chrX	64247954	64249175	1222	290
MM6MSPIS00694372	chrX	100254741	100255477	737	380
MM6MSPIS00294961	chr7	105609393	105610417	1025	540
MM6MSPIS00306477	chr7	137742633	137743743	1111	0
MM6MSPIS00292023	chr7	94242868	94243320	453	232
MM6MSPIS00683353	chrX	36154364	36155864	1501	0
MM6MSPIS00301114	chr7	124480369	124481346	978	301
MM6MSPIS00694772	chrX	102417871	102418150	280	0
MM6MSPIS00703731	chrX	159882765	159884196	1432	423
MM6MSPIS00371155	chr9	89749727	89751227	1501	241
MM6MSPIS00491984	chr12	105694125	105695836	1712	646
MM6MSPIS00291913	chr7	93905068	93906752	1685	1064
MM6MSPIS00290763	chr7	91395675	91396441	767	226
MM6MSPIS00699869	chrX	137318099	137319214	1116	140
MM6MSPIS00699986	chrX	137914113	137914545	433	0
MM6MSPIS00300699	chr7	123291785	123293521	1737	684
MM6MSPIS00298782	chr7	119528121	119528662	542	0
MM6MSPIS00292184	chr7	94607536	94609059	1524	640
MM6MSPIS00694646	chrX	101379730	101380891	1162	121
MM6MSPIS00303381	chr7	130221423	130221622	200	11
MM6MSPIS00305046	chr7	134394470	134395979	1510	422
MM6MSPIS00677847	chrX	5814278	5815070	793	0
MM6MSPIS00289742	chr7	84518687	84520169	1483	472
MM6MSPIS00302764	chr7	128501202	128502954	1753	158
MM6MSPIS00295245	chr7	106430670	106431579	910	358
MM6MSPIS00302829	chr7	128779854	128781180	1327	43
MM6MSPIS00679480	chrX	11092785	11094604	1820	890
MM6MSPIS00304552	chr7	133511827	133513570	1744	1548
MM6MSPIS00698148	chrX	127840782	127841114	333	0
MM6MSPIS00282366	chr7	56784064	56785578	1515	68
MM6MSPIS00300290	chr7	122091960	122092429	470	0
MM6MSPIS00296998	chr7	112836144	112836761	618	316
MM6MSPIS00685583	chrX	48853344	48853865	522	104
MM6MSPIS00230279	chr6	7661546	7663447	1902	81
MM6MSPIS00290775	chr7	91433282	91433700	419	22
MM6MSPIS00689817	chrX	73605196	73606150	955	253
MM6MSPIS00293495	chr7	99536965	99537885	921	0
MM6MSPIS00301273	chr7	124874070	124875119	1050	132
MM6MSPIS00296313	chr7	110491326	110492729	1404	601
MM6MSPIS00446435	chr11	87167937	87168875	939	534
MM6MSPIS00685996	chrX	51153643	51154213	571	396
MM6MSPIS00299759	chr7	121256399	121257285	887	154
MM6MSPIS00302743	chr7	128381930	128382335	406	0
MM6MSPIS00303048	chr7	129377840	129378150	311	0
MM6MSPIS00696726	chrX	117464842	117466775	1934	1606
MM6MSPIS00678700	chrX	8356748	8357024	277	0
MM6MSPIS00296763	chr7	112329269	112330148	880	202
MM6MSPIS00675942	chr19	56463415	56463709	295	164
MM6MSPIS00684853	chrX	45094208	45095063	856	33
MM6MSPIS00292310	chr7	94960884	94961153	270	0
MM6MSPIS00697748	chrX	124980534	124981874	1341	480
MM6MSPIS00284209	chr7	61870292	61871992	1701	225
MM6MSPIS00303529	chr7	130633934	130635619	1686	438
MM6MSPIS00291006	chr7	92139516	92140267	752	72
MM6MSPIS00283132	chr7	59398131	59399412	1282	450
MM6MSPIS00699632	chrX	136017359	136018126	768	77
MM6MSPIS00293251	chr7	98033416	98033773	358	157
MM6MSPIS00685156	chrX	46538831	46540359	1529	616
MM6MSPIS00092146	chr2	168258873	168259150	278	0
MM6MSPIS00286031	chr7	69473574	69474343	770	23
MM6MSPIS00296175	chr7	110126768	110128008	1241	750
MM6MSPIS00307191	chr7	139317101	139318794	1694	1030
MM6MSPIS00302115	chr7	126941520	126941822	303	0
MM6MSPIS00301504	chr7	125264798	125265181	384	149
MM6MSPIS00229575	chr6	5066814	5068289	1476	0
MM6MSPIS00287723	chr7	74831900	74832241	342	0
MM6MSPIS00287197	chr7	73893018	73894227	1210	135
MM6MSPIS00284283	chr7	62018188	62018948	761	40
MM6MSPIS00300646	chr7	123092736	123093071	336	184
MM6MSPIS00691759	chrX	88454785	88456576	1792	36
MM6MSPIS00699723	chrX	136404771	136405704	934	0
MM6MSPIS00677871	chrX	5856465	5856924	460	78
MM6MSPIS00688433	chrX	67717193	67718219	1027	911
MM6MSPIS00307353	chr7	139665558	139666795	1238	191
MM6MSPIS00693299	chrX	95969796	95971183	1388	188
MM6MSPIS00678180	chrX	6329860	6330922	1063	759
MM6MSPIS00304537	chr7	133492981	133494250	1270	37
MM6MSPIS00095222	chr2	173712723	173713920	1198	0
MM6MSPIS00295171	chr7	106269439	106270267	829	0
MM6MSPIS00305265	chr7	135073561	135074018	458	25
MM6MSPIS00286591	chr7	72904601	72904828	228	0
MM6MSPIS00680036	chrX	14912724	14913921	1198	793
MM6MSPIS00300119	chr7	121845696	121846934	1239	88
MM6MSPIS00284895	chr7	64522098	64523317	1220	428
MM6MSPIS00300587	chr7	122812177	122813270	1094	97
MM6MSPIS00283679	chr7	60573617	60574151	535	0
MM6MSPIS00303501	chr7	130556861	130557530	670	0
MM6MSPIS00229809	chr6	5828442	5830101	1660	0
MM6MSPIS00307312	chr7	139577795	139579742	1948	1001
MM6MSPIS00688375	chrX	67500386	67501146	761	0
MM6MSPIS00299201	chr7	120429849	120430513	665	180
MM6MSPIS00455072	chr11	103253377	103255185	1809	74
MM6MSPIS00288010	chr7	75441467	75442022	556	202
MM6MSPIS00695599	chrX	108968969	108970277	1309	810
MM6MSPIS00698714	chrX	130411825	130413110	1286	68
MM6MSPIS00703136	chrX	156461621	156462751	1131	322
MM6MSPIS00304677	chr7	133705079	133706096	1018	516
MM6MSPIS00300799	chr7	123659587	123660004	418	127
MM6MSPIS00283360	chr7	59828824	59830227	1404	216
MM6MSPIS00300733	chr7	123404295	123405856	1562	356
MM6MSPIS00704219	chrX	163599870	163600916	1047	25
MM6MSPIS00289848	chr7	85604609	85605347	739	0
MM6MSPIS00679629	chrX	11630895	11632099	1205	2
MM6MSPIS00696247	chrX	114232150	114233445	1296	1004
MM6MSPIS00691740	chrX	88388738	88389230	493	245
MM6MSPIS00297514	chr7	114856699	114857213	515	0
MM6MSPIS00294309	chr7	103539641	103541019	1379	596
MM6MSPIS00607907	chr17	11282752	11284691	1940	1161
MM6MSPIS00297756	chr7	115710771	115711826	1056	471
MM6MSPIS00303233	chr7	129922382	129923469	1088	515
MM6MSPIS00492034	chr12	105767492	105768201	710	357
MM6MSPIS00303327	chr7	130101693	130102444	752	535
MM6MSPIS00292072	chr7	94371226	94371479	254	0
MM6MSPIS00283408	chr7	59946429	59947737	1309	643
MM6MSPIS00492002	chr12	105718469	105718759	291	0
MM6MSPIS00678515	chrX	7436942	7438567	1626	208
MM6MSPIS00287499	chr7	74337267	74337619	353	0
MM6MSPIS00679579	chrX	11457590	11459018	1429	626
MM6MSPIS00298772	chr7	119517506	119518848	1343	0
MM6MSPIS00302953	chr7	129125262	129125598	337	0
MM6MSPIS00305378	chr7	135351941	135352165	225	0
MM6MSPIS00291303	chr7	92845668	92846191	524	0
MM6MSPIS00422688	chr11	11865279	11867216	1938	816
MM6MSPIS00291858	chr7	93777819	93779810	1992	184
MM6MSPIS00302785	chr7	128594535	128595516	982	123
MM6MSPIS00299459	chr7	120852358	120853987	1630	354
MM6MSPIS00292335	chr7	94988210	94988668	459	0
MM6MSPIS00298315	chr7	117346747	117347404	658	289
MM6MSPIS00284302	chr7	62065835	62066517	683	0
MM6MSPIS00288180	chr7	75871750	75872166	417	142
MM6MSPIS00297729	chr7	115643115	115644876	1762	357
MM6MSPIS00678513	chrX	7420616	7421834	1219	429
MM6MSPIS00288537	chr7	77238902	77240293	1392	99
MM6MSPIS00688567	chrX	68125422	68127192	1771	226
MM6MSPIS00696118	chrX	113172127	113173004	878	470
MM6MSPIS00688272	chrX	66880216	66881430	1215	0
MM6MSPIS00298817	chr7	119591646	119593237	1592	237
MM6MSPIS00691965	chrX	89137711	89138471	761	312
MM6MSPIS00682820	chrX	32448192	32449507	1316	862
MM6MSPIS00692514	chrX	92696111	92697550	1440	944
MM6MSPIS00679004	chrX	9910871	9912540	1670	24
MM6MSPIS00293010	chr7	96514066	96514402	337	31
MM6MSPIS00282746	chr7	58179031	58179996	966	314
MM6MSPIS00685111	chrX	46407338	46407664	327	140
MM6MSPIS00294101	chr7	102872697	102873039	343	0
MM6MSPIS00284090	chr7	61643538	61643773	236	0
MM6MSPIS00682726	chrX	32094232	32095317	1086	0
MM6MSPIS00678916	chrX	9694675	9695082	408	262
MM6MSPIS00287449	chr7	74232203	74232760	558	0
MM6MSPIS00682971	chrX	33120625	33121445	821	234
MM6MSPIS00682546	chrX	31472242	31473076	835	188
MM6MSPIS00686706	chrX	55152609	55153555	947	514
MM6MSPIS00305712	chr7	135845425	135846010	586	0
MM6MSPIS00284356	chr7	62147230	62148436	1207	99
MM6MSPIS00283310	chr7	59760293	59760926	634	200
MM6MSPIS00119780	chr3	102446637	102448170	1534	788
MM6MSPIS00292603	chr7	95570187	95570541	355	0
MM6MSPIS00302206	chr7	127133914	127134120	207	0
MM6MSPIS00235525	chr6	35051137	35051608	472	138
MM6MSPIS00297800	chr7	115769109	115770178	1070	377
MM6MSPIS00288579	chr7	77438452	77438776	325	215
MM6MSPIS00702927	chrX	155576305	155577308	1004	257
MM6MSPIS00292866	chr7	96118401	96119536	1136	0
MM6MSPIS00692765	chrX	93805829	93806453	625	0
MM6MSPIS00306540	chr7	137857933	137858183	251	0
MM6MSPIS00684184	chrX	42465097	42466192	1096	692
MM6MSPIS00682968	chrX	33109140	33110838	1699	902
MM6MSPIS00688369	chrX	67483799	67485412	1614	3
MM6MSPIS00424737	chr11	22867959	22868460	502	211
MM6MSPIS00685383	chrX	47653726	47654761	1036	546
MM6MSPIS00305877	chr7	136187164	136187444	281	0
MM6MSPIS00700960	chrX	143750615	143752418	1804	535
MM6MSPIS00304626	chr7	133626033	133626562	530	109
MM6MSPIS00230061	chr6	6822685	6823499	815	79
MM6MSPIS00266354	chr7	5257727	5259115	1389	751
MM6MSPIS00298838	chr7	119624657	119625853	1197	0
MM6MSPIS00285642	chr7	67663987	67665777	1791	47
MM6MSPIS00683801	chrX	39223770	39224399	630	286
MM6MSPIS00684415	chrX	43009351	43010440	1090	482
MM6MSPIS00678099	chrX	6165563	6166543	981	304
MM6MSPIS00288452	chr7	76797084	76798480	1397	484
MM6MSPIS00698814	chrX	130707868	130708448	581	34
MM6MSPIS00291804	chr7	93650106	93651012	907	66
MM6MSPIS00296651	chr7	111980488	111981029	542	114
MM6MSPIS00703080	chrX	156314471	156315702	1232	515
MM6MSPIS00230108	chr6	6926897	6927145	249	0
MM6MSPIS00297388	chr7	114528537	114529264	728	321
MM6MSPIS00300968	chr7	124098915	124099679	765	425
MM6MSPIS00290826	chr7	91576776	91577548	773	185
MM6MSPIS00491876	chr12	105481146	105481695	550	96
MM6MSPIS00294326	chr7	103569007	103570838	1832	662
MM6MSPIS00679045	chrX	10040007	10040704	698	388
MM6MSPIS00285375	chr7	67066349	67067237	889	164
MM6MSPIS00291128	chr7	92401459	92402917	1459	196
MM6MSPIS00297336	chr7	114230732	114232346	1615	1307
MM6MSPIS00305745	chr7	135869084	135869321	238	3
MM6MSPIS00302734	chr7	128362629	128363025	397	5
MM6MSPIS00304743	chr7	133870275	133871814	1540	0
MM6MSPIS00305115	chr7	134500507	134501039	533	80
MM6MSPIS00608011	chr17	11589771	11589975	205	51
MM6MSPIS00292837	chr7	96060542	96062157	1616	436
MM6MSPIS00298325	chr7	117372728	117373711	984	632
MM6MSPIS00302927	chr7	129077716	129079406	1691	85
MM6MSPIS00678081	chrX	6145065	6145479	415	0
MM6MSPIS00284031	chr7	61565473	61565764	292	0
MM6MSPIS00491850	chr12	105427845	105429524	1680	21
MM6MSPIS00290491	chr7	90494831	90496503	1673	324
MM6MSPIS00304172	chr7	132249618	132250959	1342	0
MM6MSPIS00292902	chr7	96195723	96196032	310	75
MM6MSPIS00284185	chr7	61837891	61838981	1091	0
MM6MSPIS00284102	chr7	61660598	61661638	1041	580
MM6MSPIS00307338	chr7	139630288	139630788	501	79
MM6MSPIS00235523	chr6	35050266	35050671	406	0
MM6MSPIS00682329	chrX	30663041	30663816	776	532
MM6MSPIS00290293	chr7	89427589	89428128	540	32
MM6MSPIS00299910	chr7	121515723	121516442	720	382
MM6MSPIS00282983	chr7	59014771	59015310	540	346
MM6MSPIS00680200	chrX	16248330	16250046	1717	1194
MM6MSPIS00297947	chr7	116086476	116087610	1135	330
MM6MSPIS00297779	chr7	115739072	115739766	695	235
MM6MSPIS00282367	chr7	56796862	56797591	730	375
MM6MSPIS00697869	chrX	126102519	126103143	625	354
MM6MSPIS00304531	chr7	133488876	133489891	1016	0
MM6MSPIS00678856	chrX	9379765	9379972	208	85
MM6MSPIS00287177	chr7	73873338	73874236	899	122
MM6MSPIS00290551	chr7	90697662	90698356	695	0
MM6MSPIS00297731	chr7	115647682	115649454	1773	1052
MM6MSPIS00682361	chrX	30848061	30849613	1553	396
MM6MSPIS00688212	chrX	66475951	66476695	745	152
MM6MSPIS00290435	chr7	90319791	90320619	829	176
MM6MSPIS00299316	chr7	120615445	120615826	382	0
MM6MSPIS00303540	chr7	130684286	130685362	1077	0
MM6MSPIS00701024	chrX	144049209	144049611	403	233
MM6MSPIS00678621	chrX	7860022	7860850	829	536
MM6MSPIS00492165	chr12	105960825	105961212	388	0
MM6MSPIS00293362	chr7	98580160	98581389	1230	907
MM6MSPIS00692841	chrX	94020241	94020443	203	0
MM6MSPIS00491619	chr12	104983534	104983880	347	0
MM6MSPIS00690945	chrX	83446202	83446878	677	221
MM6MSPIS00307361	chr7	139677011	139677584	574	0
MM6MSPIS00684847	chrX	45069413	45071188	1776	590
MM6MSPIS00680889	chrX	20649374	20650632	1259	669
MM6MSPIS00371180	chr9	89808117	89809256	1140	34
MM6MSPIS00679201	chrX	10332987	10333438	452	157
MM6MSPIS00287375	chr7	74160222	74161181	960	433
MM6MSPIS00287746	chr7	74886574	74887316	743	43
MM6MSPIS00444710	chr11	82745223	82745891	669	325
MM6MSPIS00293294	chr7	98317917	98318406	490	49
MM6MSPIS00287457	chr7	74240774	74241625	852	724
MM6MSPIS00305448	chr7	135462830	135463038	209	0
MM6MSPIS00296551	chr7	111512953	111513891	939	126
MM6MSPIS00290336	chr7	89836522	89837408	887	259
MM6MSPIS00304667	chr7	133695786	133696147	362	0
MM6MSPIS00297787	chr7	115750810	115751807	998	233
MM6MSPIS00306981	chr7	138926390	138927154	765	0
MM6MSPIS00291257	chr7	92709695	92710694	1000	24
MM6MSPIS00680086	chrX	15485972	15487456	1485	362
MM6MSPIS00285682	chr7	67735372	67736318	947	631
MM6MSPIS00701674	chrX	147332316	147333083	768	547
MM6MSPIS00682354	chrX	30827452	30827746	295	52
MM6MSPIS00229435	chr6	4524302	4525982	1681	247
MM6MSPIS00283951	chr7	61363066	61363942	877	216
MM6MSPIS00297806	chr7	115779873	115780303	431	100
MM6MSPIS00284340	chr7	62113782	62114554	773	37
MM6MSPIS00695191	chrX	105819882	105820115	234	102
MM6MSPIS00307045	chr7	139079087	139080967	1881	631
MM6MSPIS00303570	chr7	130788988	130789303	316	0
MM6MSPIS00303492	chr7	130529372	130530800	1429	415
MM6MSPIS00230390	chr6	8189760	8190649	890	0
MM6MSPIS00491845	chr12	105417646	105418902	1257	579
MM6MSPIS00701476	chrX	146303238	146303438	201	0
MM6MSPIS00292952	chr7	96328564	96328914	351	0
MM6MSPIS00306092	chr7	136796826	136797906	1081	80
MM6MSPIS00284393	chr7	62193306	62194019	714	298
MM6MSPIS00701456	chrX	146194704	146194920	217	0
MM6MSPIS00293631	chr7	99920335	99921057	723	389
MM6MSPIS00300123	chr7	121849058	121849303	246	30
MM6MSPIS00296518	chr7	111430697	111431886	1190	459
MM6MSPIS00285042	chr7	65326837	65328347	1511	420
MM6MSPIS00297569	chr7	115021168	115021666	499	95
MM6MSPIS00304088	chr7	131961901	131962122	222	0
MM6MSPIS00299523	chr7	120946126	120946746	621	54
MM6MSPIS00301065	chr7	124380964	124381739	776	121
MM6MSPIS00302803	chr7	128666154	128668011	1858	391
MM6MSPIS00296578	chr7	111629324	111629842	519	107
MM6MSPIS00300698	chr7	123291314	123291784	471	0
MM6MSPIS00697665	chrX	124053006	124054233	1228	624
MM6MSPIS00229780	chr6	5774736	5775761	1026	80
MM6MSPIS00266597	chr7	5957637	5959454	1818	544
MM6MSPIS00697091	chrX	119646115	119647983	1869	1308
MM6MSPIS00680147	chrX	15967555	15969332	1778	690
MM6MSPIS00294927	chr7	105474211	105475689	1479	100
MM6MSPIS00301919	chr7	126421421	126423089	1669	646
MM6MSPIS00306947	chr7	138853843	138855172	1330	765
MM6MSPIS00703087	chrX	156323690	156324732	1043	671
MM6MSPIS00303363	chr7	130173010	130173846	837	222
MM6MSPIS00698472	chrX	129287872	129288918	1047	0
MM6MSPIS00229916	chr6	6170309	6170724	416	0
MM6MSPIS00289221	chr7	81558329	81559363	1035	41
MM6MSPIS00695630	chrX	109172721	109174357	1637	831
MM6MSPIS00697376	chrX	121362176	121363139	964	793
MM6MSPIS00282362	chr7	56753873	56755199	1327	261
MM6MSPIS00306846	chr7	138619162	138619800	639	0
MM6MSPIS00301545	chr7	125344156	125345639	1484	275
MM6MSPIS00304018	chr7	131816063	131817585	1523	570
MM6MSPIS00303130	chr7	129599293	129599533	241	0
MM6MSPIS00307357	chr7	139668806	139669246	441	0
MM6MSPIS00300134	chr7	121863270	121864439	1170	432
MM6MSPIS00703930	chrX	161002305	161002997	693	118
MM6MSPIS00303163	chr7	129710786	129711277	492	234
MM6MSPIS00284662	chr7	63423107	63424620	1514	397
MM6MSPIS00283604	chr7	60331602	60331915	314	150
MM6MSPIS00294150	chr7	103040255	103040687	433	0
MM6MSPIS00292084	chr7	94403739	94404014	276	0
MM6MSPIS00701939	chrX	148954937	148956101	1165	415
MM6MSPIS00300287	chr7	122074100	122074983	884	728
MM6MSPIS00292594	chr7	95563014	95563246	233	0
MM6MSPIS00685377	chrX	47637643	47638639	997	188
MM6MSPIS00296528	chr7	111454106	111455307	1202	95
MM6MSPIS00679354	chrX	10620449	10620785	337	199
MM6MSPIS00304646	chr7	133654879	133655317	439	75
MM6MSPIS00306594	chr7	137962471	137963497	1027	653
MM6MSPIS00304692	chr7	133738978	133740706	1729	283
MM6MSPIS00285796	chr7	68221162	68222452	1291	614
MM6MSPIS00703330	chrX	157627242	157627667	426	0
MM6MSPIS00682950	chrX	33028208	33029181	974	848
MM6MSPIS00294383	chr7	103745626	103745989	364	0
MM6MSPIS00302291	chr7	127371627	127372233	607	0
MM6MSPIS00677936	chrX	5953570	5954058	489	101
MM6MSPIS00283442	chr7	60023266	60024599	1334	744
MM6MSPIS00692918	chrX	94194110	94195098	989	0
MM6MSPIS00306220	chr7	136991262	136991787	526	0
MM6MSPIS00286162	chr7	70563327	70564989	1663	974
MM6MSPIS00300952	chr7	124085252	124086957	1706	510
MM6MSPIS00303170	chr7	129744080	129744718	639	313
MM6MSPIS00701689	chrX	147367079	147367344	266	0
MM6MSPIS00694756	chrX	102302650	102303830	1181	719
MM6MSPIS00683548	chrX	37078222	37079502	1281	51
MM6MSPIS00302951	chr7	129123971	129124930	960	0
MM6MSPIS00301972	chr7	126606523	126608152	1630	0
MM6MSPIS00305624	chr7	135706978	135708397	1420	405
MM6MSPIS00288753	chr7	78152118	78152821	704	398
MM6MSPIS00678105	chrX	6172853	6173181	329	142
MM6MSPIS00703214	chrX	156779014	156780037	1024	639
MM6MSPIS00699182	chrX	133394589	133395891	1303	251
MM6MSPIS00285111	chr7	65825400	65826607	1208	0
MM6MSPIS00299764	chr7	121260204	121261395	1192	171
MM6MSPIS00295080	chr7	106078625	106079222	598	0
MM6MSPIS00700068	chrX	138610104	138611812	1709	442
MM6MSPIS00683301	chrX	35759166	35759741	576	136
MM6MSPIS00678537	chrX	7522072	7523293	1222	83
MM6MSPIS00698548	chrX	129659064	129659321	258	32
MM6MSPIS00697522	chrX	122519649	122520635	987	493
